province,season_year,season,seasonal_rainfall
Mpumalanga,2008,Winter (JJA),17.769047826730027
Mpumalanga,2009,Autumn (MAM),113.28289238432127
Mpumalanga,2009,Spring (SON),265.5003336702851
Mpumalanga,2009,Summer (DJF),482.79958746160935
Mpumalanga,2009,Winter (JJA),39.08810947593479
Mpumalanga,2010,Autumn (MAM),168.21494151698712
Mpumalanga,2010,Spring (SON),194.95373928771696
Mpumalanga,2010,Summer (DJF),371.9584216746385
Mpumalanga,2010,Winter (JJA),17.0279460757147
Mpumalanga,2011,Autumn (MAM),141.8117790538083
Mpumalanga,2011,Spring (SON),148.66112529256853
Mpumalanga,2011,Summer (DJF),385.13467011461773
Mpumalanga,2011,Winter (JJA),27.914918896353697
Mpumalanga,2012,Autumn (MAM),97.03964818399172
Mpumalanga,2012,Spring (SON),283.0715799713969
Mpumalanga,2012,Summer (DJF),321.81880409975696
Mpumalanga,2012,Winter (JJA),14.17884055218311
Mpumalanga,2013,Autumn (MAM),167.372995219278
Mpumalanga,2013,Spring (SON),251.827296150687
Mpumalanga,2013,Summer (DJF),360.98161560931976
Mpumalanga,2013,Winter (JJA),20.39612355035888
Mpumalanga,2014,Autumn (MAM),235.67643603000906
Mpumalanga,2014,Spring (SON),164.0596684776234
Mpumalanga,2014,Summer (DJF),318.510571095403
Mpumalanga,2014,Winter (JJA),17.864024513700073
Mpumalanga,2015,Autumn (MAM),147.4095282054317
Mpumalanga,2015,Spring (SON),153.51894240709314
Mpumalanga,2015,Summer (DJF),366.3132622850461
Mpumalanga,2015,Winter (JJA),19.148252132481264
Mpumalanga,2016,Autumn (MAM),135.40558733062613
Mpumalanga,2016,Spring (SON),262.4286629134575
Mpumalanga,2016,Summer (DJF),356.5944658030623
Mpumalanga,2016,Winter (JJA),28.985760350230308
Mpumalanga,2017,Autumn (MAM),155.7823522991475
Mpumalanga,2017,Spring (SON),209.06609143632136
Mpumalanga,2017,Summer (DJF),536.4532399668589
Mpumalanga,2017,Winter (JJA),21.235340496720838
Mpumalanga,2018,Autumn (MAM),173.95320333823443
Mpumalanga,2018,Spring (SON),137.32922454944938
Mpumalanga,2018,Summer (DJF),372.3476064101571
Mpumalanga,2018,Winter (JJA),30.089377818382378
Mpumalanga,2019,Autumn (MAM),150.84081382812246
Mpumalanga,2019,Spring (SON),162.8973981777975
Mpumalanga,2019,Summer (DJF),434.9733501817982
Mpumalanga,2019,Winter (JJA),19.617111741791202
Mpumalanga,2020,Autumn (MAM),137.34275325032687
Mpumalanga,2020,Spring (SON),210.6059498936192
Mpumalanga,2020,Summer (DJF),358.1135035390464
Mpumalanga,2020,Winter (JJA),28.40008522386543
Mpumalanga,2021,Autumn (MAM),112.22037066856777
Mpumalanga,2021,Spring (SON),192.07610046321912
Mpumalanga,2021,Summer (DJF),536.8713427176914
Mpumalanga,2021,Winter (JJA),23.201067611921633
Mpumalanga,2022,Autumn (MAM),213.6496908739747
Mpumalanga,2022,Spring (SON),199.75586198915238
Mpumalanga,2022,Summer (DJF),451.99438507141605
Mpumalanga,2022,Winter (JJA),41.12250276382197
Mpumalanga,2023,Autumn (MAM),131.98275827533556
Mpumalanga,2023,Spring (SON),197.37614623425952
Mpumalanga,2023,Summer (DJF),555.1975282065204
Mpumalanga,2023,Winter (JJA),28.79628029245093
Mpumalanga,2024,Autumn (MAM),259.17388205738587
Mpumalanga,2024,Spring (SON),147.9139104034089
Mpumalanga,2024,Summer (DJF),456.5926488459434
Mpumalanga,2024,Winter (JJA),17.40250271393393
Mpumalanga,2025,Autumn (MAM),194.5065625612952
Mpumalanga,2025,Spring (SON),329.64552787582477
Mpumalanga,2025,Summer (DJF),525.824778355483
Mpumalanga,2025,Winter (JJA),25.134518589095556
Mpumalanga,2026,Summer (DJF),141.2210714324607
North West,2001,Autumn (MAM),136.93924617754354
North West,2001,Spring (SON),203.4257310530356
North West,2001,Summer (DJF),113.39727237327119
North West,2001,Winter (JJA),10.861319380806675
North West,2002,Autumn (MAM),80.7983303512932
North West,2002,Spring (SON),82.90261881926561
North West,2002,Summer (DJF),227.38131190060335
North West,2002,Winter (JJA),20.91908644077558
North West,2003,Autumn (MAM),58.872463780316124
North West,2003,Spring (SON),114.2146801623749
North West,2003,Summer (DJF),262.5895375754052
North West,2003,Winter (JJA),4.253198250313382
North West,2004,Autumn (MAM),121.29643778689191
North West,2004,Spring (SON),71.9314594683479
North West,2004,Summer (DJF),215.36791309328999
North West,2004,Winter (JJA),6.212543583263031
North West,2005,Autumn (MAM),135.20249673834283
North West,2005,Spring (SON),74.1776133151462
North West,2005,Summer (DJF),286.9025913422489
North West,2005,Winter (JJA),0.9790266606100863
North West,2006,Autumn (MAM),145.10400189758164
North West,2006,Spring (SON),107.39735241772895
North West,2006,Summer (DJF),374.0054160856325
North West,2006,Winter (JJA),13.16220186990818
North West,2007,Autumn (MAM),84.2145736715368
North West,2007,Spring (SON),174.4477123242147
North West,2007,Summer (DJF),162.14584057923025
North West,2007,Winter (JJA),12.631553059443563
North West,2008,Autumn (MAM),126.88580878531089
North West,2008,Spring (SON),97.80527859901969
North West,2008,Summer (DJF),277.272820353899
North West,2008,Winter (JJA),4.76778900272404
North West,2009,Autumn (MAM),82.74545119730114
North West,2009,Spring (SON),146.59237788314155
North West,2009,Summer (DJF),304.61599615120247
North West,2009,Winter (JJA),19.394880012432978
North West,2010,Autumn (MAM),137.65454035985752
North West,2010,Spring (SON),74.31100821672703
North West,2010,Summer (DJF),306.1351343481301
North West,2010,Winter (JJA),0.656409797214839
North West,2011,Autumn (MAM),152.30022898677913
North West,2011,Spring (SON),54.654189290932436
North West,2011,Summer (DJF),308.2811908449692
North West,2011,Winter (JJA),6.93636976803947
North West,2012,Autumn (MAM),66.16135265781494
North West,2012,Spring (SON),96.76892654957153
North West,2012,Summer (DJF),195.4563245402129
North West,2012,Winter (JJA),6.061363819498007
North West,2013,Autumn (MAM),101.89161685852544
North West,2013,Spring (SON),66.50013426328407
North West,2013,Summer (DJF),207.28515953002977
North West,2013,Winter (JJA),3.154865341885445
North West,2014,Autumn (MAM),121.18439921826726
North West,2014,Spring (SON),86.64464884133643
North West,2014,Summer (DJF),280.6209784913841
North West,2014,Winter (JJA),2.896597159978243
North West,2015,Autumn (MAM),82.02331372700729
North West,2015,Spring (SON),70.01812068027868
North West,2015,Summer (DJF),167.89609306366816
North West,2015,Winter (JJA),6.529077827669657
North West,2016,Autumn (MAM),108.41760014030311
North West,2016,Spring (SON),84.60216411530973
North West,2016,Summer (DJF),173.13648614558946
North West,2016,Winter (JJA),10.478003223233525
North West,2017,Autumn (MAM),80.26390579784167
North West,2017,Spring (SON),70.25425755820017
North West,2017,Summer (DJF),437.6360921123596
North West,2017,Winter (JJA),0.389053712269709
North West,2018,Autumn (MAM),179.17955358570575
North West,2018,Spring (SON),40.99616944314779
North West,2018,Summer (DJF),208.5695268684668
North West,2018,Winter (JJA),6.029206309911294
North West,2019,Autumn (MAM),153.0910754128853
North West,2019,Spring (SON),63.805402708344594
North West,2019,Summer (DJF),195.85135732292264
North West,2019,Winter (JJA),3.0872397359799493
North West,2020,Autumn (MAM),134.67468068451157
North West,2020,Spring (SON),155.6727747431582
North West,2020,Summer (DJF),303.7388425830929
North West,2020,Winter (JJA),5.9041398370344025
North West,2021,Autumn (MAM),78.50516925232829
North West,2021,Spring (SON),113.73847770252021
North West,2021,Summer (DJF),452.9743526193985
North West,2021,Winter (JJA),8.313924903496794
North West,2022,Autumn (MAM),173.84335440876268
North West,2022,Spring (SON),160.92151408527823
North West,2022,Summer (DJF),358.243423353781
North West,2022,Winter (JJA),13.647408796168037
North West,2023,Autumn (MAM),100.49671184581196
North West,2023,Spring (SON),54.40341282127405
North West,2023,Summer (DJF),212.74410619498252
North West,2023,Winter (JJA),1.448020063450602
North West,2024,Autumn (MAM),92.3904400564643
North West,2024,Spring (SON),94.37293427568832
North West,2024,Summer (DJF),263.2670715536132
North West,2024,Winter (JJA),7.387800931173705
North West,2025,Autumn (MAM),207.75037078179002
North West,2025,Spring (SON),195.59419654875947
North West,2025,Summer (DJF),272.85534933097074
North West,2025,Winter (JJA),15.061582605921991
North West,2026,Summer (DJF),102.17144148436944
Northern Cape,2001,Autumn (MAM),100.54757666330755
Northern Cape,2001,Spring (SON),68.58496793170053
Northern Cape,2001,Summer (DJF),31.485902710087178
Northern Cape,2001,Winter (JJA),25.081257970801833
Northern Cape,2002,Autumn (MAM),71.51775215822548
Northern Cape,2002,Spring (SON),31.479826101927042
Northern Cape,2002,Summer (DJF),66.55230486226742
Northern Cape,2002,Winter (JJA),28.814941825758748
Northern Cape,2003,Autumn (MAM),42.42863795336201
Northern Cape,2003,Spring (SON),43.605426848430625
Northern Cape,2003,Summer (DJF),73.50894129645042
Northern Cape,2003,Winter (JJA),17.620866995572968
Northern Cape,2004,Autumn (MAM),64.38260163545954
Northern Cape,2004,Spring (SON),32.24970768014945
Northern Cape,2004,Summer (DJF),78.93285074529241
Northern Cape,2004,Winter (JJA),18.032652072202715
Northern Cape,2005,Autumn (MAM),78.70810875043246
Northern Cape,2005,Spring (SON),34.97060513474901
Northern Cape,2005,Summer (DJF),83.63272770831935
Northern Cape,2005,Winter (JJA),15.917629265970348
Northern Cape,2006,Autumn (MAM),80.45815012499061
Northern Cape,2006,Spring (SON),33.3279175436482
Northern Cape,2006,Summer (DJF),118.6623673904833
Northern Cape,2006,Winter (JJA),24.92726729732362
Northern Cape,2007,Autumn (MAM),62.49606594754093
Northern Cape,2007,Spring (SON),55.83676798155311
Northern Cape,2007,Summer (DJF),44.951947993747524
Northern Cape,2007,Winter (JJA),25.243208372629546
Northern Cape,2008,Autumn (MAM),74.62357421175187
Northern Cape,2008,Spring (SON),30.998028375992078
Northern Cape,2008,Summer (DJF),107.84012650933177
Northern Cape,2008,Winter (JJA),29.26067370638771
Northern Cape,2009,Autumn (MAM),54.55187499095714
Northern Cape,2009,Spring (SON),42.4301879232763
Northern Cape,2009,Summer (DJF),103.8811488505626
Northern Cape,2009,Winter (JJA),32.21718812120976
Northern Cape,2010,Autumn (MAM),54.52410022312972
Northern Cape,2010,Spring (SON),26.31290942277183
Northern Cape,2010,Summer (DJF),105.98790924573727
Northern Cape,2010,Winter (JJA),12.56859174304289
Northern Cape,2011,Autumn (MAM),78.84865056821418
Northern Cape,2011,Spring (SON),18.271442586091492
Northern Cape,2011,Summer (DJF),136.07994881153556
Northern Cape,2011,Winter (JJA),25.164617436469612
Northern Cape,2012,Autumn (MAM),56.24759027402116
Northern Cape,2012,Spring (SON),28.346272705464273
Northern Cape,2012,Summer (DJF),70.1133803909108
Northern Cape,2012,Winter (JJA),24.888252493201517
Northern Cape,2013,Autumn (MAM),55.79013119238527
Northern Cape,2013,Spring (SON),22.354209107598475
Northern Cape,2013,Summer (DJF),72.39198717684883
Northern Cape,2013,Winter (JJA),28.592823206216085
Northern Cape,2014,Autumn (MAM),62.06372209064006
Northern Cape,2014,Spring (SON),46.86862779604394
Northern Cape,2014,Summer (DJF),92.93783877413289
Northern Cape,2014,Winter (JJA),19.495405530436965
Northern Cape,2015,Autumn (MAM),58.80618919044962
Northern Cape,2015,Spring (SON),23.97972700985249
Northern Cape,2015,Summer (DJF),40.93139453062744
Northern Cape,2015,Winter (JJA),36.699768186587754
Northern Cape,2016,Autumn (MAM),61.28102418561596
Northern Cape,2016,Spring (SON),19.921420357810447
Northern Cape,2016,Summer (DJF),66.2538208802237
Northern Cape,2016,Winter (JJA),21.857013689362432
Northern Cape,2017,Autumn (MAM),39.52313411094754
Northern Cape,2017,Spring (SON),26.05970318884516
Northern Cape,2017,Summer (DJF),98.73162557426372
Northern Cape,2017,Winter (JJA),11.543564498681775
Northern Cape,2018,Autumn (MAM),89.46172258993248
Northern Cape,2018,Spring (SON),24.672043245144618
Northern Cape,2018,Summer (DJF),71.35409360591906
Northern Cape,2018,Winter (JJA),17.78441712381771
Northern Cape,2019,Autumn (MAM),51.5131239229253
Northern Cape,2019,Spring (SON),15.07836056171931
Northern Cape,2019,Summer (DJF),57.50238113992643
Northern Cape,2019,Winter (JJA),12.780108345256261
Northern Cape,2020,Autumn (MAM),65.89183087162128
Northern Cape,2020,Spring (SON),44.47184038540459
Northern Cape,2020,Summer (DJF),95.5208265649387
Northern Cape,2020,Winter (JJA),24.121282652426043
Northern Cape,2021,Autumn (MAM),60.33551462577338
Northern Cape,2021,Spring (SON),41.92288915111563
Northern Cape,2021,Summer (DJF),135.24879648712545
Northern Cape,2021,Winter (JJA),23.378171999605534
Northern Cape,2022,Autumn (MAM),115.41548438823611
Northern Cape,2022,Spring (SON),47.10590613886286
Northern Cape,2022,Summer (DJF),169.0241390246744
Northern Cape,2022,Winter (JJA),39.17873566869319
Northern Cape,2023,Autumn (MAM),54.77779403495119
Northern Cape,2023,Spring (SON),30.07655834401268
Northern Cape,2023,Summer (DJF),98.42247487009037
Northern Cape,2023,Winter (JJA),28.52179054153635
Northern Cape,2024,Autumn (MAM),63.981834738687915
Northern Cape,2024,Spring (SON),25.611823228034226
Northern Cape,2024,Summer (DJF),70.51214517728427
Northern Cape,2024,Winter (JJA),28.851058100536406
Northern Cape,2025,Autumn (MAM),131.32679641492308
Northern Cape,2025,Spring (SON),58.24618371621249
Northern Cape,2025,Summer (DJF),48.39644208312544
Northern Cape,2025,Winter (JJA),28.904143546707438
Northern Cape,2026,Summer (DJF),32.11886249538877
Western Cape,2001,Autumn (MAM),100.22483345204134
Western Cape,2001,Spring (SON),97.74658778302584
Western Cape,2001,Summer (DJF),33.47987853924754
Western Cape,2001,Winter (JJA),105.4557356739147
Western Cape,2002,Autumn (MAM),96.71897453262086
Western Cape,2002,Spring (SON),57.63006379850878
Western Cape,2002,Summer (DJF),51.52635428477868
Western Cape,2002,Winter (JJA),112.23577850589706
Western Cape,2003,Autumn (MAM),103.78122969039303
Western Cape,2003,Spring (SON),65.00007129909652
Western Cape,2003,Summer (DJF),65.77557688693116
Western Cape,2003,Winter (JJA),81.69382038276807
Western Cape,2004,Autumn (MAM),78.43301523258057
Western Cape,2004,Spring (SON),80.92074192284821
Western Cape,2004,Summer (DJF),53.65004804429694
Western Cape,2004,Winter (JJA),100.96977435912805
Western Cape,2005,Autumn (MAM),98.66189295560274
Western Cape,2005,Spring (SON),64.41854239680674
Western Cape,2005,Summer (DJF),69.68305813442862
Western Cape,2005,Winter (JJA),90.03584035495095
Western Cape,2006,Autumn (MAM),110.22373345076086
Western Cape,2006,Spring (SON),54.66862716381127
Western Cape,2006,Summer (DJF),46.59554176364827
Western Cape,2006,Winter (JJA),133.25273684014306
Western Cape,2007,Autumn (MAM),99.54830821786781
Western Cape,2007,Spring (SON),83.21389944518819
Western Cape,2007,Summer (DJF),44.53110011668875
Western Cape,2007,Winter (JJA),109.32591216083249
Western Cape,2008,Autumn (MAM),71.5203194475993
Western Cape,2008,Spring (SON),71.88668611677389
Western Cape,2008,Summer (DJF),73.99238742938668
Western Cape,2008,Winter (JJA),124.13795166991264
Western Cape,2009,Autumn (MAM),86.97747313886978
Western Cape,2009,Spring (SON),69.87191711848399
Western Cape,2009,Summer (DJF),52.94906913720762
Western Cape,2009,Winter (JJA),103.67227379929368
Western Cape,2010,Autumn (MAM),59.75666232806315
Western Cape,2010,Spring (SON),57.20783142912864
Western Cape,2010,Summer (DJF),52.124051843422116
Western Cape,2010,Winter (JJA),79.94270216680253
Western Cape,2011,Autumn (MAM),90.40099111567034
Western Cape,2011,Spring (SON),51.28388934657361
Western Cape,2011,Summer (DJF),74.50530322635254
Western Cape,2011,Winter (JJA),113.13303516692191
Western Cape,2012,Autumn (MAM),90.10821277107733
Western Cape,2012,Spring (SON),62.793367405548544
Western Cape,2012,Summer (DJF),41.665875715735105
Western Cape,2012,Winter (JJA),114.24659464882257
Western Cape,2013,Autumn (MAM),73.55961960901597
Western Cape,2013,Spring (SON),91.10388510651906
Western Cape,2013,Summer (DJF),56.24171261588012
Western Cape,2013,Winter (JJA),130.60851512788355
Western Cape,2014,Autumn (MAM),84.25646853454975
Western Cape,2014,Spring (SON),59.16796750199547
Western Cape,2014,Summer (DJF),66.7990806176204
Western Cape,2014,Winter (JJA),90.21311890360991
Western Cape,2015,Autumn (MAM),57.67532650584866
Western Cape,2015,Spring (SON),67.53737671000628
Western Cape,2015,Summer (DJF),35.1648799399388
Western Cape,2015,Winter (JJA),138.57458970517843
Western Cape,2016,Autumn (MAM),71.13760963131396
Western Cape,2016,Spring (SON),44.4601539223521
Western Cape,2016,Summer (DJF),46.07419761210497
Western Cape,2016,Winter (JJA),119.88491913819381
Western Cape,2017,Autumn (MAM),37.73241410732794
Western Cape,2017,Spring (SON),70.58753682691392
Western Cape,2017,Summer (DJF),36.22585181638713
Western Cape,2017,Winter (JJA),69.14156489595251
Western Cape,2018,Autumn (MAM),69.1341897217651
Western Cape,2018,Spring (SON),61.7010702899662
Western Cape,2018,Summer (DJF),48.39135877795512
Western Cape,2018,Winter (JJA),90.17884360532398
Western Cape,2019,Autumn (MAM),72.42842389342249
Western Cape,2019,Spring (SON),64.72234624425009
Western Cape,2019,Summer (DJF),51.84799226585248
Western Cape,2019,Winter (JJA),73.18309614646829
Western Cape,2020,Autumn (MAM),72.00513838827285
Western Cape,2020,Spring (SON),96.37777431882978
Western Cape,2020,Summer (DJF),60.87364311060674
Western Cape,2020,Winter (JJA),135.69072262153983
Western Cape,2021,Autumn (MAM),136.0624169399142
Western Cape,2021,Spring (SON),127.29264566034462
Western Cape,2021,Summer (DJF),30.753432151943752
Western Cape,2021,Winter (JJA),154.9625358535402
Western Cape,2022,Autumn (MAM),87.41718430324009
Western Cape,2022,Spring (SON),61.94142252214032
Western Cape,2022,Summer (DJF),79.54122739601914
Western Cape,2022,Winter (JJA),135.4897441913409
Western Cape,2023,Autumn (MAM),175.50420767222917
Western Cape,2023,Spring (SON),115.97591061326354
Western Cape,2023,Summer (DJF),115.32993217054205
Western Cape,2023,Winter (JJA),212.19651417053348
Western Cape,2024,Autumn (MAM),82.43270092529986
Western Cape,2024,Spring (SON),65.62671441208312
Western Cape,2024,Summer (DJF),46.859482661366286
Western Cape,2024,Winter (JJA),197.31337013906233
Western Cape,2025,Autumn (MAM),93.46268646796706
Western Cape,2025,Spring (SON),43.39707480252408
Western Cape,2025,Summer (DJF),28.74123036492838
Western Cape,2025,Winter (JJA),87.55833586764693
Western Cape,2026,Summer (DJF),11.651289530935152
